suburb,count,words
BRUNSWICK EAST,255,"{'off': 63, 'con': 44, 'ugh': 42, 'ass': 41, 'shit': 12, 'fuck': 9, 'sly': 6, 'beast': 5, 'mean': 5, 'stupid': 4, 'sick': 4, 'beat': 4, 'con ': 3, 'mess': 3, 'crap': 3, 'dick': 3, 'brat': 3, 'rude': 3, 'fat': 3, 'crazy': 3, 'ugly': 2, 'ridiculous': 2, 'babe': 2, 'sneaky': 1, 'ugly ': 1, 'pawns': 1, 'blind': 1, 'jail': 1, 'fake': 1, 'in jail': 1, 'fuck off': 1, 'corrupt': 1, 'moron': 1, 'liar': 1, 'miserable': 1, 'disgusting': 1, 'beef': 1, 'oldie': 1, 'jealous': 1, 'loser': 1, 'loser ': 1, 'holy shit': 1, 'arse': 1, 'fuck you': 1, 'horrible': 1, 'terrorist': 1, ' fool': 1, 'fool': 1, 'devil': 1, 'evil': 1, 'pussy': 1, 'bastard': 1, 'freak': 1, 'piece of shit': 1}"
BRUNSWICK WEST,227,"{'con': 54, 'ugh': 49, 'ass': 33, 'off': 31, 'mean': 12, 'fuck': 8, 'nobody': 8, 'shit': 6, 'beat': 5, 'con ': 5, 'crazy': 5, 'evil': 4, 'mess': 4, 'blind': 3, 'beef': 2, 'bitch': 2, 'bastard': 2, 'dick': 2, 'arse': 2, 'sly': 2, 'fucker': 1, 'fraud': 1, 'crass': 1, 'dork': 1, 'perv': 1, 'dumb': 1, 'liar': 1, 'brat': 1, 'whore': 1, 'rude': 1, 'sick': 1, 'stupid': 1, 'damned ': 1, 'fake': 1, 'freak': 1, 'slut': 1, 'loser': 1, 'loser ': 1, ' fool': 1, 'fool': 1, 'nasty': 1, 'vandalism': 1, 'vile': 1, 'shut up': 1, 'crap': 1, 'holy shit': 1}"
BULLA,5,"{'off': 2, 'ass': 2, 'ugh': 1}"
BULLEEN,408,"{'mean': 224, 'ugh': 40, 'con': 38, 'ass': 20, 'shit': 19, 'fuck': 13, 'off': 11, 'sick': 7, 'mess': 5, 'crap': 4, 'slut': 4, 'holy shit': 4, 'jealous': 4, 'evil': 3, 'disgusting': 2, 'stupid': 2, 'brat': 2, 'fat': 2, 'freak': 2, 'ugly': 2, 'ugly ': 2, 'dick': 2, 'shame': 2, 'sly': 2, 'fake': 2, 'terrorist': 2, 'crazy': 2, 'babe': 2, 'dumb': 1, 'vile': 1, 'petty': 1, 'bad thing': 1, 'bastard': 1, 'devil': 1, 'murderer': 1, 'jerk': 1, 'scam': 1, 'ignorant': 1, 'con ': 1, 'go crazy': 1, 'shade': 1, 'loser': 1, 'loser ': 1, 'blind': 1, 'pussy': 1, 'retard': 1, 'fag': 1, 'moron': 1, 'beast': 1, 'bitch': 1}"
BUNDOORA,301,"{'ugh': 60, 'con': 49, 'off': 46, 'ass': 41, 'fuck': 21, 'shit': 13, 'sick': 8, 'abnormal': 8, 'sly': 7, 'beat': 6, 'mean': 6, 'stupid': 5, 'babe': 5, 'con ': 5, 'perv': 4, 'brat': 4, 'mess': 4, 'fool': 3, 'horrible': 3, 'fat': 2, 'loser': 2, 'loser ': 2, 'crazy': 2, ' fool': 2, 'freak': 2, 'dumb': 2, 'fake': 2, 'ridiculous': 2, 'nobody': 2, 'crap': 2, 'dork': 2, 'blind': 2, 'spoiled': 1, 'bad thing': 1, 'terrorist': 1, 'damned ': 1, 'beast': 1, 'shade': 1, 'disgusting': 1, 'bitch': 1, 'whore': 1, 'fuck you': 1, 'vile': 1, 'shut up': 1, 'evil': 1, 'dull': 1, 'trouble': 1, 'liar': 1, 'smug': 1, 'Useless': 1, 'pussy': 1}"
BURNLEY,71,"{'ass': 15, 'off': 12, 'con': 10, 'ugh': 10, 'fuck': 5, 'fat': 3, 'bitch': 3, 'sly': 2, 'mean': 2, 'shut up': 2, 'dick': 2, 'con ': 1, 'jealous': 1, 'sucker': 1, 'fuck off': 1, 'loser': 1, 'loser ': 1, 'nosed in': 1, 'beat': 1, 'moron': 1, 'crazy': 1, 'devil': 1, 'evil': 1, 'shitty ': 1, 'shit': 1, 'fag': 1, 'faggot': 1, 'horrible': 1, 'crap': 1, 'repulsive': 1, 'ridiculous': 1}"
BURNSIDE,24,"{'ugh': 4, 'con': 3, 'off': 3, 'ass': 3, 'shit': 2, 'beat': 2, 'fuck': 2, 'shitty ': 1, 'ugly': 1, 'ugly ': 1, 'sick': 1, 'bitch': 1, 'mess': 1, 'frustrated': 1, 'stupid': 1}"
BURNSIDE HEIGHTS,27,"{'con': 7, 'ugh': 7, 'fuck': 3, 'off': 3, 'ass': 2, 'loser': 1, 'loser ': 1, 'fat': 1, 'mean': 1, 'horrible': 1, 'brat': 1, 'evil': 1, 'fuck off': 1, 'trouble': 1, 'dull': 1}"
BURWOOD,154,"{'ass': 35, 'con': 30, 'ugh': 29, 'off': 15, 'shit': 9, 'mess': 8, 'fuck': 6, 'mean': 6, 'con ': 4, 'beat': 4, 'freak': 2, 'sick': 2, 'brat': 2, 'babe': 2, 'sly': 2, 'fuck you': 1, 'trouble': 1, 'evil': 1, 'fat': 1, 'crap': 1, 'ridiculous': 1, 'rotten': 1, 'disgusting': 1, 'motherfucker': 1, 'fucker': 1, 'asshole': 1, 'bitch': 1, 'bad thing': 1, 'despise': 1, 'ugly': 1, 'ugly ': 1, 'shitty ': 1, 'retard': 1, 'crazy': 1, 'oldie': 1, 'corrupt': 1, 'liar': 1, 'misogynist ': 1, 'ignorant': 1}"
BURWOOD EAST,88,"{'ass': 20, 'con': 20, 'ugh': 19, 'off': 9, 'mean': 6, 'sly': 4, 'mess': 3, 'scam': 2, 'loser': 2, 'loser ': 2, 'shade': 2, 'shit': 2, 'fuck': 2, ' fool': 2, 'fool': 2, 'beef': 1, 'fag': 1, 'babe': 1, 'rotter': 1, 'nasty': 1, 'rude': 1, 'fat': 1, 'stupid': 1}"
BYLANDS,1,"{'con': 1, 'prick': 1}"
CAIRNLEA,32,"{'ugh': 13, 'con': 4, 'mean': 3, 'ass': 3, 'beat': 3, 'off': 3, 'crazy': 2, 'fuck': 2, 'smug': 1, 'stupid': 1, 'mess': 1, 'shit': 1}"
CALDER PARK,12,"{'con': 4, 'ass': 4, 'ugh': 3, 'fuck': 2, 'con ': 1, 'sick': 1}"
CAMBERWELL,243,"{'off': 65, 'ugh': 44, 'ass': 34, 'con': 34, 'fuck': 10, 'shit': 9, 'mean': 9, 'sly': 7, 'fat': 5, 'crap': 5, 'sick': 4, 'mess': 4, 'crazy': 4, 'scam': 3, 'stupid': 3, 'devil': 2, 'evil': 2, 'beast': 2, 'beat': 2, 'dick': 1, 'rotter': 1, 'horrible': 1, 'scumbag': 1, 'fag': 1, 'shade': 1, 'liar': 1, 'vile': 1, 'ugly': 1, 'ugly ': 1, 'perv': 1, 'Satan': 1, 'ignorant': 1, 'holy fuck': 1, 'freak': 1, 'rapist': 1, 'fuck it': 1, 'dumb': 1, 'brat': 1, 'con ': 1, 'babe': 1}"
CAMPBELLFIELD,39,"{'off': 8, 'ass': 6, 'ugh': 6, 'con': 4, 'shit': 3, 'sly': 3, 'babe': 2, 'bitch': 2, 'fuck': 2, 'mean': 2, 'mess': 1, 'slut': 1, 'Satan': 1, 'ridiculous': 1, 'stupid': 1, 'nobody': 1, 'loser': 1, 'loser ': 1, 'shame': 1}"
CANTERBURY,66,"{'off': 18, 'ugh': 14, 'ass': 10, 'con': 8, 'fuck': 5, 'mess': 2, 'shit': 2, 'crazy': 2, 'stupid': 2, 'sly': 2, 'fat': 2, 'beat': 1, 'ridiculous': 1, 'fuck off': 1, 'traitor': 1, 'dick': 1, 'fag': 1, 'faggot': 1, 'perv': 1, 'con ': 1, 'fucker': 1, 'jealous': 1, 'dumb': 1}"
CARLTON,839,"{'off': 229, 'con': 148, 'ass': 130, 'ugh': 127, 'fuck': 41, 'shit': 26, 'mean': 26, 'fat': 17, 'sly': 17, 'sick': 12, 'bitch': 12, 'babe': 10, 'beat': 10, 'crap': 10, 'con ': 10, 'brat': 9, 'rude': 8, 'mess': 8, 'crazy': 6, 'beef': 5, 'jealous': 4, 'dumb': 4, 'trouble': 4, 'evil': 4, 'fuck you': 3, 'fag': 3, 'loser': 3, 'shade': 3, 'sneaky': 3, 'liar': 3, 'freak': 3, 'blind': 3, 'brainwash': 2, 'faggot': 2, 'dick': 2, 'miserable': 2, 'go crazy': 2, 'vile': 2, 'shame': 2, 'spoiled': 2, 'fake': 2, 'loser ': 2, 'bastard': 2, 'bad thing': 2, 'ridiculous': 2, 'horrible': 2, 'shut up': 2, 'slut': 2, 'terrorist': 2, 'whore': 1, 'toilet paper ': 1, 'devil': 1, 'you rat': 1, 'dork': 1, 'oldie': 1, 'shitty ': 1, 'pussy': 1, 'butch': 1, 'selfish': 1, 'fuck it': 1, 'sucker': 1, 'stupid': 1, 'nobody': 1, 'dull': 1, 'unbearable': 1, 'beast': 1, 'motherfucker': 1, 'fucker': 1, 'rotter': 1, 'barf': 1, 'retard': 1, 'ugly': 1, 'ugly ': 1, 'moron': 1, 'jerk': 1}"
CARLTON NORTH,210,"{'off': 38, 'con': 38, 'ass': 36, 'ugh': 34, 'sly': 8, 'mean': 7, 'brat': 6, 'fuck': 6, 'fat': 5, 'shit': 5, 'mess': 5, 'beat': 4, 'beast': 4, 'jerk': 3, 'evil': 2, 'jealous': 2, 'dick': 2, 'shame': 2, 'crazy': 2, 'beef': 2, 'con ': 2, 'liar': 2, 'ridiculous': 2, 'horrible': 1, 'jail': 1, 'ugly': 1, 'babe': 1, 'ugly ': 1, 'thug': 1, 'terrorist': 1, 'moron': 1, 'crap': 1, 'butch': 1, 'shitty ': 1, 'rude': 1, 'loser': 1, 'nasty': 1}"
CARNEGIE,133,"{'off': 25, 'ugh': 25, 'con': 21, 'ass': 20, 'mean': 9, 'fuck': 8, 'sly': 6, 'shit': 5, 'sick': 4, 'mess': 4, 'con ': 3, 'shame': 2, 'brat': 2, 'crap': 2, 'ridiculous': 2, 'fuck you': 1, 'dick': 1, 'dumb': 1, 'fat': 1, 'cheater': 1, 'bastard': 1, ' fool': 1, 'fool': 1, 'beast': 1, 'sneaky': 1, 'talking shit': 1, 'evil': 1, 'fuck it': 1, 'arse': 1, 'corrupt': 1, 'whining': 1, 'butch': 1, 'jealous': 1, 'rotter': 1, 'beat': 1}"
CAROLINE SPRINGS,159,"{'ugh': 34, 'con': 34, 'ass': 23, 'off': 14, 'fuck': 11, 'shit': 9, 'mean': 9, 'bitch': 6, 'crazy': 5, 'brat': 4, 'fake': 3, 'sick': 3, 'crap': 3, 'babe': 3, 'slut': 2, 'fuck off': 2, 'mess': 2, 'beat': 2, 'fat': 2, 'prick': 1, 'yuck': 1, 'jealous': 1, 'backlash': 1, 'nobody': 1, 'brainwash': 1, 'perv': 1, 'beef': 1, 'trouble': 1, 'terrorist': 1, 'vile': 1, 'disgusting': 1, 'shut up': 1, 'dick': 1, 'sly': 1, 'ugly': 1, 'ugly ': 1, 'con ': 1}"
CARRUM,32,"{'ugh': 10, 'off': 6, 'fuck': 4, 'ass': 4, 'con': 4, 'loser': 2, 'loser ': 2, 'asshole': 1, 'miserable': 1, 'horrible': 1, 'fuck you': 1, 'trouble': 1, 'whore': 1, 'vile': 1}"
CARRUM DOWNS,261,"{'ass': 54, 'ugh': 49, 'con': 38, 'fuck': 31, 'off': 31, 'shit': 16, 'sick': 11, 'evil': 8, 'bitch': 7, 'fat': 7, 'crazy': 6, 'sly': 6, 'slut': 4, 'babe': 4, 'mean': 4, 'mess': 4, 'fuck it': 3, 'bastard': 3, 'fucker': 3, 'con ': 3, 'arse': 3, 'pussy': 2, 'ugly': 2, 'ugly ': 2, 'freak': 2, 'shitty ': 2, 'devil': 2, 'beat': 2, 'nobody': 1, 'jerk': 1, 'vile': 1, 'fag': 1, 'dumb': 1, 'blind': 1, 'loser': 1, 'loser ': 1, 'crap': 1, 'liar': 1, 'jealous': 1, 'jail': 1, 'beef': 1, 'fuck you': 1, 'brat': 1, 'rude': 1, 'whining': 1, 'bad thing': 1, 'shade': 1, 'asshole': 1}"
CAULFIELD,24,"{'ass': 8, 'con': 7, 'ugh': 2, 'bitch': 1, 'crook': 1, 'stupid': 1, 'liar': 1, 'sick': 1, 'sly': 1, 'beat': 1, 'off': 1, 'ignorant': 1, 'beast': 1, 'babe': 1, 'mean': 1}"
CAULFIELD EAST,178,"{'ugh': 41, 'ass': 27, 'con': 27, 'off': 19, 'mean': 13, 'fuck': 6, 'fat': 5, 'dumb': 4, 'sly': 4, 'shit': 4, 'crook': 4, 'mess': 4, 'brat': 3, 'sick': 3, 'beat': 3, 'jealous': 2, 'disgusting': 2, 'fake': 2, 'stupid': 2, 'horrible': 2, 'liar': 2, 'blind': 2, 'toilet paper ': 1, 'vile': 1, 'jail': 1, 'in jail': 1, 'fuck it': 1, 'beef': 1, 'crap': 1, 'get fucked': 1, 'go to hell': 1, 'con ': 1, 'fraud': 1, 'shade': 1, 'crazy': 1, 'mafia': 1, 'terrorist': 1, 'loser': 1, 'asshole': 1, 'miserable': 1, 'bastard': 1, 'horrendous': 1, 'reckless': 1, 'corrupt': 1}"
CAULFIELD NORTH,429,"{'ugh': 92, 'off': 81, 'con': 81, 'ass': 51, 'mean': 35, 'fuck': 33, 'shit': 16, 'sly': 12, 'liar': 7, 'sick': 7, 'shame': 7, 'fat': 6, 'brat': 6, 'whore': 5, 'crap': 5, 'loser': 4, 'evil': 4, 'jealous': 4, 'mess': 4, 'beat': 3, 'loser ': 3, 'shitty ': 3, 'disgusting': 2, 'horrible': 2, 'fuck off': 2, 'shade': 2, 'fake': 2, 'fuck it': 2, 'dick': 2, 'ugly': 2, 'ugly ': 2, 'smug': 2, 'arse': 2, 'stupid': 2, 'bastard': 2, 'thug': 1, 'vile': 1, 'selfish': 1, 'beast': 1, 'sneaky': 1, 'bitch': 1, 'crazy': 1, 'reckless': 1, 'dumb': 1, 'mafia': 1, 'con ': 1, 'shameless': 1, 'rapist': 1, 'freak': 1, 'ridiculous': 1, 'backlash': 1, 'murderer': 1, 'jerk': 1, 'corrupt': 1, 'poor woman': 1, 'crook': 1, 'dishonest': 1, 'dull': 1, 'nobody': 1, 'spoiled': 1, 'rude': 1, 'blind': 1, 'babe': 1, 'commie': 1, 'shut up': 1, 'pawns': 1}"
CAULFIELD SOUTH,83,"{'ugh': 23, 'off': 20, 'con': 20, 'ass': 11, 'fat': 3, 'shit': 2, 'miserable': 1, 'sneaky': 1, 'moron': 1, 'bribe': 1, 'vile': 1, 'dumb': 1, 'liar': 1, 'brat': 1, 'shame': 1, 'dull': 1, 'sick': 1, 'mess': 1, 'fuck': 1, 'mean': 1}"
CHADSTONE,30,"{'con': 15, 'off': 8, 'mean': 2, 'fuck': 2, 'ugh': 2, 'ass': 2, 'crazy': 1, 'fat': 1, 'mediocre': 1, 'fuck off': 1, 'shit': 1, 'trouble': 1, 'arse': 1, 'babe': 1}"
CHELSEA,62,"{'con': 13, 'ugh': 12, 'off': 10, 'ass': 8, 'fuck': 6, 'sick': 3, 'shit': 3, 'moron': 1, 'dick': 1, 'fat': 1, 'crazy': 1, 'mean': 1, 'bitch': 1, 'stupid': 1, 'freak': 1, 'sly': 1, 'crap': 1, 'devil': 1, 'evil': 1, 'slut': 1}"
CHELSEA HEIGHTS,110,"{'shit': 19, 'con': 19, 'ugh': 14, 'off': 12, 'ass': 11, 'nasty': 10, 'mean': 8, 'fuck': 7, 'shut up': 5, 'dumb': 3, 'talking shit': 2, 'mess': 2, 'bitch': 2, 'sick': 2, 'dumbass': 1, 'fag': 1, 'asshole': 1, 'shade': 1, 'beat': 1, 'ugly': 1, 'ugly ': 1, 'stupid': 1, 'crazy': 1, 'babe': 1, 'freak': 1, 'scumbag': 1, 'sheeps': 1, 'pawns': 1, 'retard': 1, 'dick': 1, 'holy shit': 1, 'shitty ': 1, 'sly': 1, 'fat': 1}"
CHELTENHAM,308,"{'ugh': 53, 'ass': 50, 'fuck': 37, 'con': 36, 'off': 26, 'bitch': 22, 'shit': 13, 'mean': 11, 'fat': 10, 'sly': 10, 'beat': 8, 'sick': 7, 'brat': 7, 'mess': 6, 'ugly': 5, 'con ': 5, 'dick': 5, 'ugly ': 4, 'crazy': 3, 'babe': 3, 'dumb': 3, 'rude': 2, 'liar': 2, 'crap': 2, 'fuck off': 2, 'freak': 2, 'fag': 1, 'faggot': 1, 'get fucked': 1, 'shitty ': 1, 'ridiculous': 1, 'spoiled': 1, 'beast': 1, 'poor woman': 1, 'shame': 1, 'yuck': 1, 'prick': 1, 'whining': 1, 'moron': 1, 'asshole': 1, 'fake': 1, 'fucking ugly': 1, 'jealous': 1, 'beef': 1, 'jerk': 1, 'evil': 1, 'oldie': 1, 'stupid': 1, 'shade': 1, 'slut': 1, 'sneaky': 1}"
CHIRNSIDE PARK,134,"{'ugh': 72, 'con': 23, 'mean': 12, 'off': 8, 'ass': 7, 'fuck': 3, 'babe': 2, 'crap': 2, 'rude': 1, 'terrorist': 1, 'mess': 1, 'stupid': 1, 'sick': 1, 'liar': 1, 'arse': 1, 'brat': 1, 'dull': 1, 'fat': 1}"
CHRISTMAS HILLS,1,{'ugh': 1}
CLARINDA,20,"{'ass': 11, 'con': 2, 'ugh': 2, 'off': 2, 'slut': 1, 'sick': 1, 'brat': 1, 'shit': 1}"
CLARKEFIELD,11,"{'perv': 10, 'sly': 1}"
CLAYTON,325,"{'con': 94, 'ugh': 61, 'ass': 53, 'off': 36, 'mean': 13, 'fuck': 13, 'sly': 12, 'con ': 11, 'bitch': 9, 'fat': 7, 'shit': 7, 'brat': 5, 'sick': 5, 'vile': 3, 'stupid': 3, 'crazy': 3, 'freak': 2, 'shade': 2, 'dumb': 2, 'bad thing': 2, 'jail': 2, 'frustrated': 2, 'shame': 2, 'ugly': 2, 'ugly ': 2, 'dick': 2, 'horrible': 2, 'mess': 2, 'bastard': 2, 'devil': 1, 'evil': 1, 'oldie': 1, 'posh': 1, 'blind': 1, 'ridiculous': 1, 'corrupt': 1, 'shut up': 1, 'smug': 1, 'whining': 1, 'arse': 1, 'asshole': 1, 'disgusting': 1, 'terrorist': 1, 'trouble': 1, 'pussy': 1, 'jealous': 1, 'sneaky': 1, 'motherfucker': 1, 'fucker': 1, 'trash talking': 1, 'moron': 1, 'beat': 1, 'nasty': 1, 'babe': 1, 'liar': 1, 'miserable': 1, 'sheeps': 1}"
CLAYTON SOUTH,241,"{'con': 31, 'ugh': 29, 'ass': 26, 'off': 25, 'fat': 24, 'fuck': 24, 'reckless': 18, 'mean': 17, 'shit': 15, 'bitch': 12, 'stupid': 6, 'brat': 5, 'crazy': 5, 'sick': 4, 'fake': 4, 'mess': 3, 'beat': 3, 'sly': 3, 'crap': 3, 'jealous': 2, 'asshole': 2, 'terrorist': 1, 'fucking annoying': 1, 'stupid things': 1, 'ugly': 1, 'ugly ': 1, 'liar': 1, 'big bitch': 1, 'shitty ': 1, 'dull': 1, 'petty': 1, 'ignorant': 1, 'shame': 1, 'dumb': 1, 'corrupt': 1, 'freak': 1, 'holy shit': 1, 'beast': 1, 'perv': 1}"
CLEMATIS,1,{'off': 1}
CLIFTON HILL,120,"{'off': 31, 'con': 29, 'ugh': 23, 'ass': 14, 'mean': 5, 'stupid': 3, 'fuck': 3, 'sly': 3, 'babe': 2, 'shame': 2, 'sick': 2, 'shit': 2, 'mess': 1, 'beat': 1, 'crazy': 1, 'jail': 1, 'perv': 1, 'sucker': 1, 'liar': 1, 'bitch': 1, 'shitty ': 1, 'trouble': 1, 'wimp': 1, 'bastard': 1, 'shade': 1, 'loser': 1, 'shameless': 1, 'fuck off': 1, ' fool': 1, 'fool': 1, 'discard ': 1}"
CLIFTON SPRINGS,36,"{'ass': 10, 'ugh': 7, 'babe': 6, 'con': 3, 'bitch': 2, 'fuck': 2, 'fucker': 1, 'off': 1, 'perv': 1, 'shame': 1, 'fag': 1, 'dick': 1, 'jail': 1, 'pussy': 1, 'mean': 1}"
CLYDE,6,"{'ass': 2, 'con': 1, 'mean': 1, 'fuck': 1, 'off': 1, 'fake': 1}"
CLYDE NORTH,4,"{'bastard': 1, 'horrible': 1, 'beat': 1, 'ugh': 1, 'con': 1}"
COBBLEBANK,8,"{'con': 2, 'ugh': 2, 'trouble': 2, 'ass': 1, 'off': 1, 'rotter': 1}"
COBURG,232,"{'ugh': 44, 'off': 44, 'ass': 34, 'con': 33, 'fuck': 15, 'shit': 13, 'mean': 8, 'brat': 7, 'babe': 6, 'beat': 5, 'sly': 5, 'bitch': 4, ' fool': 4, 'fool': 4, 'crazy': 3, 'mess': 3, 'sick': 3, 'stupid': 3, 'blind': 3, 'loser': 2, 'loser ': 2, 'jealous': 2, 'arse': 2, 'scam': 2, 'liar': 2, 'sneaky': 1, 'beef': 1, 'fat': 1, 'crap': 1, 'fucking annoying': 1, 'frustrated': 1, 'trouble': 1, 'fuck off': 1, 'freak': 1, 'murderer': 1, 'nasty': 1, 'horrendous': 1, 'rapist': 1, 'scam ': 1, 'ugly': 1, 'ugly ': 1, 'evil': 1, 'piece of shit': 1, 'terrorist': 1, 'immoral': 1, 'fake': 1, 'vile': 1, 'fuck you': 1, 'thug': 1, 'Satan': 1, 'sucker': 1, 'shame': 1, 'obnoxious ': 1, 'obnoxious': 1}"
COBURG NORTH,110,"{'off': 21, 'con': 20, 'ass': 18, 'ugh': 13, 'mean': 8, 'fuck': 8, 'sly': 6, 'con ': 5, 'shit': 5, 'fat': 4, 'babe': 3, 'trouble': 2, 'mess': 2, 'shade': 2, 'crazy': 1, 'nobody': 1, 'fake': 1, 'brat': 1, 'arse': 1, 'jealous': 1, 'dick': 1, 'beef': 1, 'shame': 1, 'blind': 1, 'fag': 1, 'disgusting': 1, 'devil': 1, 'evil': 1, 'ridiculous': 1, 'dumb': 1, 'rude': 1, 'ugly': 1, 'beat': 1, 'sick': 1}"
COCKATOO,2,"{'sick': 1, 'ass': 1}"
COCOROC,3,"{'sly': 1, 'fuck it': 1, 'fuck': 1, 'mean': 1, 'ass': 1}"
COIMADAI,1,{'ass': 1}
COLDSTREAM,34,"{'off': 6, 'brat': 5, 'ugh': 4, 'ass': 4, 'con': 4, 'sly': 3, 'beef': 3, 'fuck': 1, 'loser': 1, 'loser ': 1, 'freak': 1, 'shade': 1, 'jealous': 1, 'mess': 1}"
COLLINGWOOD,467,"{'con': 117, 'off': 114, 'ugh': 77, 'ass': 56, 'sly': 18, 'shit': 15, 'fuck': 14, 'mean': 13, 'brat': 11, 'sick': 8, 'beat': 7, 'con ': 7, 'mess': 6, 'bitch': 5, 'beef': 5, 'babe': 4, 'fat': 4, 'dumb': 3, 'fake': 3, 'crazy': 3, 'freak': 3, 'stupid': 3, 'evil': 3, 'shame': 2, 'bastard': 2, 'liar': 2, 'crap': 2, 'dick': 2, 'devil': 2, 'rude': 2, 'shameless': 1, 'arse': 1, 'smug': 1, 'thug': 1, 'butch': 1, 'asshole': 1, 'vile': 1, 'nobody': 1, 'moron': 1, 'blind': 1, 'jealous': 1, 'bad thing': 1, 'scam': 1, 'scam ': 1, 'fool': 1, 'slut': 1, 'fuck off': 1, 'oldie': 1, 'horrendous': 1, 'Useless': 1, 'ridiculous': 1, 'shitty ': 1, 'rotter': 1, 'jerk': 1, 'stupid people': 1, 'perv': 1, 'pussy': 1, 'obnoxious ': 1, 'obnoxious': 1, 'vulture': 1, 'shade': 1}"
COOLAROO,42,"{'ugh': 10, 'ass': 7, 'con': 7, 'fuck': 4, 'off': 4, 'mess': 2, 'rude': 2, 'prick': 1, 'shame': 1, 'terrorist': 1, 'bastard': 1, 'crazy': 1, 'beat': 1, 'brainwash': 1, 'corrupt': 1, 'slut': 1, 'mean': 1, 'shit': 1, 'sly': 1, 'yikes': 1}"
CORIO,2,"{'ass': 1, 'con': 1}"
CRAIGIEBURN,308,"{'con': 61, 'ugh': 55, 'ass': 49, 'off': 34, 'shit': 22, 'fuck': 22, 'mean': 16, 'sly': 10, 'mess': 8, 'sick': 8, 'fat': 8, 'evil': 7, 'bitch': 7, 'scam': 6, 'scam ': 5, 'con ': 4, 'dick': 4, 'freak': 4, 'brat': 3, 'beat': 3, 'babe': 3, 'stupid': 3, 'beef': 2, 'retard': 2, 'loser': 2, 'shame': 2, 'scammer': 2, ' scammer': 2, 'vile': 1, 'sheeps': 1, 'moron': 1, 'sneaky': 1, 'cheater': 1, 'terrorist': 1, 'holy shit': 1, 'shade': 1, 'shitty ': 1, 'crazy': 1, 'loser ': 1, ' fool': 1, 'fool': 1, 'fuck you': 1, 'frustrated': 1, 'nobody': 1, 'fake': 1, 'crap': 1}"
CRANBOURNE,133,"{'off': 24, 'ugh': 22, 'con': 22, 'ass': 21, 'fuck': 12, 'shit': 9, 'crap': 5, 'sick': 4, 'sly': 4, 'mean': 2, 'stupid': 2, 'dick': 2, 'mess': 2, 'arse': 2, 'horrible': 1, 'disgusting': 1, 'bitch': 1, 'brainwash': 1, 'trouble': 1, 'brat': 1, 'beat': 1, 'shitty ': 1, 'crazy': 1, 'fuck off': 1, 'jealous': 1, 'shame': 1, 'moron': 1, 'rotter': 1, 'rude': 1, 'worthless': 1, 'ugly': 1, 'ugly ': 1, 'con ': 1, 'fag': 1, 'faggot': 1, 'blind': 1}"
CRANBOURNE EAST,50,"{'ugh': 12, 'off': 10, 'con': 8, 'ass': 7, 'fuck': 3, 'mean': 2, 'babe': 2, 'shit': 2, 'crazy': 1, 'holy shit': 1, 'gangster': 1, 'beat': 1, 'con ': 1, 'murderer': 1, 'bitch': 1, 'whore': 1, 'shade': 1, 'disgusting': 1, 'crook': 1, 'crap': 1, 'rude': 1, 'brainwash': 1, 'terrorist': 1}"
CRANBOURNE NORTH,94,"{'ugh': 15, 'fuck': 12, 'off': 12, 'con': 9, 'ass': 8, 'shit': 6, 'sly': 5, 'mean': 4, 'mess': 3, 'rude': 3, 'beat': 3, 'sick': 3, 'bastard': 2, 'dick': 2, 'crazy': 2, 'stupid': 2, 'shut up': 2, 'prick': 2, 'get fucked': 1, 'bitch': 1, 'fake': 1, 'dumb': 1, 'shame': 1, 'wimp': 1, 'go crazy': 1, 'jealous': 1, 'arse': 1, 'liar': 1, 'miserable': 1, 'horrible': 1, 'babe': 1, 'sucker': 1, 'crap': 1, 'fat': 1}"
CRANBOURNE SOUTH,9,"{'off': 5, 'ugh': 2, 'fuck off': 1, 'fuck': 1, 'brat': 1, 'mean': 1, 'ass': 1}"
CRANBOURNE WEST,79,"{'con': 18, 'off': 11, 'ugh': 11, 'babe': 8, 'mean': 6, 'shit': 5, 'fuck': 5, 'evil': 4, 'ass': 3, 'sly': 2, 'butch': 1, 'shame': 1, 'ridiculous': 1, 'slut': 1, 'rude': 1, 'dumb': 1, 'nobody': 1, 'bitch': 1, 'jealous': 1, 'brat': 1, 'beast': 1}"
CREMORNE,188,"{'con': 42, 'off': 38, 'ugh': 30, 'ass': 30, 'sly': 9, 'brat': 7, 'crazy': 6, 'con ': 5, 'beat': 5, 'mean': 5, 'shit': 4, 'fuck': 4, 'beef': 3, 'ridiculous': 3, 'stupid': 2, 'loser': 2, 'bitch': 2, 'babe': 2, 'ugly': 2, 'evil': 1, 'arse': 1, 'trouble': 1, 'terrorist': 1, 'fat': 1, 'moron': 1, 'corrupt': 1, 'fake': 1, 'dork': 1, 'mess': 1, 'loser ': 1, 'jealous': 1, 'sick': 1, 'beast': 1, 'shut up': 1, 'ugly ': 1, 'crap': 1}"
