suburb,count,words
MACLEOD,134,"{'off': 37, 'con': 24, 'ugh': 22, 'fuck': 15, 'con ': 14, 'shit': 8, 'ass': 7, 'beat': 6, 'mean': 3, 'sly': 3, 'dumb': 2, 'bitch': 2, 'horrible': 2, 'mess': 2, 'crazy': 2, 'selfish': 1, 'liar': 1, 'sneaky': 1, 'stupid': 1, 'fuck off': 1, 'trouble': 1, 'nasty': 1, 'dick': 1, 'sick': 1, 'prick': 1, 'moron': 1}"
MADDINGLEY,13,"{'ugh': 3, 'fuck': 2, 'con': 2, 'ass': 2, 'dick': 2, 'stupid things': 1, 'stupid': 1, 'sly': 1, 'off': 1, 'slut': 1, 'fat': 1}"
MAIDSTONE,150,"{'ugh': 42, 'ass': 29, 'con': 23, 'off': 19, 'fuck': 10, 'mean': 6, 'shit': 6, 'sly': 4, 'crazy': 4, 'fat': 3, 'shame': 3, 'beat': 3, 'freak': 2, 'mess': 2, 'crook': 1, 'sick': 1, 'abnormal': 1, 'crass': 1, 'moron': 1, 'arse': 1, 'vulture': 1, 'white trash': 1, 'devil': 1, 'evil': 1, 'drug dealer': 1, 'brat': 1, 'loser': 1, 'loser ': 1, 'shitty ': 1, 'piece of shit': 1, 'fake': 1, 'crap': 1, 'pussy': 1, 'dick': 1}"
MALVERN,214,"{'off': 147, 'con': 23, 'ugh': 19, 'ass': 14, 'fuck': 4, 'brat': 3, 'mean': 3, 'con ': 3, 'whore': 2, 'babe': 2, 'sly': 2, 'fat': 2, 'stupid': 2, 'beat': 1, 'crap': 1, 'dumb': 1, 'jail': 1, 'crook': 1, 'disgusting': 1, 'shit': 1, 'arse': 1, 'sick': 1, 'tabloid': 1, 'thug': 1, 'corrupt': 1, 'sucker': 1, 'bitch': 1, 'evil': 1}"
MALVERN EAST,334,"{'off': 103, 'ugh': 69, 'con': 42, 'ass': 35, 'mean': 12, 'sly': 8, 'sick': 7, 'shit': 7, 'bitch': 6, 'brat': 5, 'fuck': 5, 'trouble': 4, 'stupid': 4, 'con ': 4, 'fat': 3, 'crap': 3, 'dumb': 3, 'mess': 3, 'coward': 2, 'horrible': 2, 'freak': 2, 'beef': 2, 'selfish': 2, 'beat': 2, 'pussy': 2, 'shame': 2, 'rude': 2, 'loser': 2, 'loser ': 2, 'evil': 1, 'yuck': 1, 'perv': 1, 'jealous': 1, 'arse': 1, 'terrorist': 1, 'mafia': 1, 'butch': 1, 'slut': 1, 'nobody': 1, 'dull': 1, 'posh': 1, 'crazy': 1, 'fucking annoying': 1, 'thug': 1, 'babe': 1, 'ridiculous': 1, 'disgusting': 1, 'fuck you': 1, 'yikes': 1}"
MANOR LAKES,106,"{'con': 23, 'ugh': 18, 'off': 18, 'fuck': 13, 'ass': 11, 'shit': 7, 'sick': 3, 'brat': 2, 'sly': 2, 'mess': 2, 'mean': 2, 'disgusting': 2, 'jail': 2, 'pussy': 2, 'ugly': 1, 'bitch': 1, 'beast': 1, 'trouble': 1, ' fool': 1, 'fool': 1, 'moron': 1, 'nobody': 1, 'freak': 1, 'rude': 1, 'fraud': 1, 'stupid': 1, 'dick': 1, 'fuck you': 1, 'thug': 1, 'crazy': 1, 'piece of shit ': 1, 'piece of shit': 1, 'fat': 1, 'crap': 1, 'shame': 1}"
MARIBYRNONG,205,"{'con': 46, 'ugh': 36, 'off': 32, 'ass': 24, 'fuck': 15, 'shit': 11, 'bitch': 9, 'sly': 9, 'crazy': 5, 'mean': 4, 'ugly': 3, 'crap': 3, 'ugly ': 2, 'beat': 2, 'fake': 2, 'sick': 2, ' fool': 2, 'fool': 2, 'drug dealer': 2, 'posh': 2, 'trouble': 2, 'coward': 2, 'fat': 2, 'mess': 1, 'freak': 1, 'robber': 1, 'evil': 1, 'fag': 1, 'thug': 1, 'horrible': 1, 'shame': 1, 'frustrated': 1, 'disgusting': 1, 'terrorist': 1, 'pedophile': 1, 'vile': 1, 'pussy': 1, 'shade': 1, 'shitty ': 1, 'ridiculous': 1, 'rude': 1, 'fuck off': 1, 'fuck you': 1, 'jealous': 1, 'asshole': 1, 'fucker': 1, 'brat': 1, 'shut up': 1}"
MCKINNON,103,"{'con': 20, 'ugh': 17, 'mean': 14, 'off': 13, 'fuck': 9, 'ass': 9, 'shit': 4, 'sick': 4, 'loser': 2, 'loser ': 2, 'beef': 1, 'mess': 1, 'rude': 1, 'con ': 1, 'vandalism': 1, 'freak': 1, 'nobody': 1, 'scam': 1, 'scam ': 1, 'terrorist': 1, 'frustrated': 1, 'motherfucker': 1, 'fucker': 1, 'retard': 1, 'corrupt': 1, 'shitty ': 1, 'dick': 1, 'smug': 1, 'sly': 1, 'beat': 1, 'babe': 1, 'fat': 1, 'trouble': 1, 'crazy': 1}"
MEADOW HEIGHTS,32,"{'ass': 11, 'con': 6, 'ugh': 5, 'sly': 3, 'babe': 2, 'off': 2, 'shit': 2, 'bitch': 1, 'fuck': 1, 'sneaky': 1, 'loser': 1, 'mean': 1, 'jealous': 1, 'corrupt': 1}"
MELBOURNE,8148,"{'off': 1910, 'con': 1697, 'ugh': 1407, 'ass': 1109, 'brat': 245, 'mean': 242, 'fuck': 232, 'shit': 221, 'sly': 211, 'fat': 123, 'crazy': 111, 'mess': 106, 'beat': 100, 'sick': 83, 'babe': 78, 'evil': 75, 'con ': 73, 'beef': 72, 'bitch': 66, 'crap': 57, 'stupid': 56, 'perv': 50, 'liar': 38, 'dick': 36, 'freak': 35, 'loser': 34, 'arse': 34, 'shade': 31, 'rude': 30, 'shame': 29, 'trouble': 28, 'vile': 27, 'ridiculous': 27, 'dumb': 24, 'loser ': 23, 'fake': 23, 'jealous': 17, 'blind': 17, 'fool': 16, 'dull': 15, 'shitty ': 15, 'beast': 15, 'disgusting': 14, 'nobody': 14, ' fool': 13, 'ugly': 13, 'jerk': 12, 'slut': 11, 'miserable': 11, 'scam': 10, 'oldie': 10, 'bad thing': 10, 'thug': 10, 'fag': 10, 'devil': 10, 'fucker': 9, 'asshole': 8, 'fuck off': 8, 'selfish': 8, 'sneaky': 8, 'horrible': 8, 'bastard': 8, 'whore': 7, 'holy shit': 7, 'prick': 7, 'ugly ': 7, 'crook': 7, 'terrorist': 6, 'coward': 6, 'smug': 6, 'moron': 6, 'dork': 5, 'damned ': 5, 'jail': 5, 'posh': 5, 'sheeps': 5, 'retard': 5, 'obnoxious': 5, 'piece of shit': 5, 'yuck': 5, 'puppets': 4, 'gangster': 4, 'frustrated': 4, 'nasty': 4, 'yikes': 4, 'ignorant': 4, 'fuck you': 4, 'shut up': 4, 'cynical': 3, 'obnoxious ': 3, 'corrupt': 3, 'rapist': 3, 'fraud': 3, 'sucker': 3, 'spoiled': 3, 'abject': 3, 'piece of shit ': 3, 'pussy': 3, 'unbearable': 3, 'toilet paper ': 3, 'worthless': 2, 'backlash': 2, 'motherfucker': 2, 'get fucked': 2, 'mafia': 2, 'scapegoat': 2, 'despise': 2, 'despicable': 2, 'butch': 2, 'reckless': 2, 'horseplay': 2, 'troublemaker': 2, 'whining': 2, 'freaked out': 2, 'easy life': 2, 'Satan': 2, 'fuck it': 2, 'rotten': 2, 'stupid things': 2, 'whiny': 2, 'son of a bitch': 1, 'scumbag': 1, 'in jail': 1, 'pedophile': 1, 'horrendous': 1, 'immoral': 1, 'wimp': 1, 'petty': 1, 'murderer': 1, 'trash talking': 1, 'hitman': 1, 'thief': 1, 'poor man': 1, 'nose in': 1, 'it girl': 1, 'batshit crazy': 1, 'nastu': 1, 'go crazy': 1, 'scam ': 1, 'holy fuck': 1, 'faggot': 1, 'barf': 1, 'phoney': 1, 'bribe': 1, 'repulsive': 1, 'madman': 1, 'abnormal': 1}"
MELBOURNE AIRPORT,667,"{'off': 175, 'ass': 137, 'con': 113, 'ugh': 113, 'shit': 20, 'fuck': 16, 'mean': 16, 'brat': 15, 'bitch': 13, 'sly': 11, 'sick': 7, 'fat': 7, 'crap': 6, 'mess': 5, 'crazy': 5, 'freak': 5, 'con ': 5, 'horrible': 5, 'beat': 4, 'shame': 4, 'stupid': 4, 'dick': 4, 'babe': 3, 'bastard': 3, 'nobody': 3, 'arse': 2, 'evil': 2, 'sucker': 2, 'frustrated': 2, 'oldie': 2, 'loser': 2, 'jealous': 2, 'fuck it': 2, 'liar': 2, 'shitty ': 2, 'scam': 1, 'blind': 1, 'ignorant': 1, 'dork': 1, 'loser ': 1, 'ugly': 1, 'vile': 1, 'nasty': 1, 'worthless': 1, 'obnoxious ': 1, 'obnoxious': 1, 'dull': 1, 'mediocre': 1, 'damned ': 1, 'fuck you': 1, 'retard': 1, 'cynical': 1, 'prick': 1, 'jerk': 1, 'smug': 1, 'holy shit': 1, 'terrorist': 1, 'ridiculous': 1, 'disgusting': 1, 'miserable': 1, 'asshole': 1, 'rude': 1}"
MELTON,45,"{'con': 9, 'off': 8, 'ass': 8, 'ugh': 7, 'fuck': 4, 'bitch': 4, 'fat': 4, 'shit': 4, 'mean': 2, 'con ': 1, 'fuck you': 1, 'mess': 1, 'motherfucker': 1, 'fucker': 1, 'sick': 1, 'freak': 1, 'crazy': 1, 'vile': 1, 'disgusting': 1, 'thug': 1}"
MELTON SOUTH,76,"{'off': 12, 'ass': 11, 'ugh': 10, 'con': 8, 'fuck': 7, 'stupid': 4, 'mean': 3, 'dick': 3, 'sly': 3, 'shit': 3, 'bitch': 3, 'devil': 2, 'evil': 2, 'con ': 2, 'unbearable': 1, 'asshole': 1, 'babe': 1, 'crazy': 1, 'arse': 1, 'crap': 1, 'butch': 1, 'rude': 1, 'jealous': 1, 'horrible': 1, 'disgusting': 1, 'nasty': 1, 'mess': 1, 'ridiculous': 1, 'beat': 1, 'sneaky': 1, 'freak': 1, 'dork': 1, 'nobody': 1, 'sick': 1, 'shitty ': 1, 'son of a bitch': 1}"
MELTON WEST,41,"{'ugh': 11, 'off': 9, 'mean': 5, 'fuck': 5, 'con': 4, 'shit': 2, 'ass': 2, 'evil': 1, 'terrorist': 1, 'crap': 1, 'holy fuck': 1, 'con ': 1, 'freak': 1, 'holy shit': 1, 'beat': 1, 'rapist': 1, 'shame': 1, 'sly': 1}"
MENTONE,174,"{'fuck': 32, 'con': 32, 'ugh': 27, 'ass': 20, 'off': 15, 'mean': 13, 'shit': 11, 'crazy': 6, 'mess': 5, 'sly': 4, 'fat': 4, 'reckless': 3, 'crap': 3, 'ignorant': 3, 'shame': 2, 'sneaky': 2, 'stupid': 2, 'fake': 2, 'shade': 2, 'liar': 2, 'brat': 2, 'piece of shit': 1, 'arse': 1, 'freak': 1, 'horrible': 1, 'bitch': 1, 'ugly': 1, 'ugly ': 1, 'ridiculous': 1, 'devil': 1, 'evil': 1, ' fool': 1, 'fool': 1, 'dick': 1, 'prick': 1, 'immoral': 1, 'beat': 1, 'petty': 1, 'despise': 1, 'terrorist': 1, 'sick': 1, 'fuck off': 1}"
MENZIES CREEK,4,"{'off': 2, 'shit': 1, 'ass': 1}"
MERNDA,276,"{'ugh': 66, 'con': 42, 'fuck': 32, 'ass': 27, 'off': 17, 'shit': 13, 'mean': 11, 'con ': 10, 'dumb': 10, 'babe': 9, 'bitch': 9, 'dork': 9, 'sly': 7, 'mess': 6, 'nobody': 6, 'shade': 5, 'dick': 4, 'sick': 4, 'despicable': 3, 'fat': 3, 'perv': 3, 'piece of shit': 3, 'disgusting': 3, 'ridiculous': 3, 'horrible': 2, 'trouble': 2, 'crazy': 2, 'freak': 2, 'slut': 2, 'stupid': 1, 'asshole': 1, 'helluva': 1, 'beef': 1, 'piece of shit ': 1, 'beat': 1, 'holy shit': 1, 'rude': 1, 'miserable': 1, 'whiny': 1, 'bad thing': 1, 'prick': 1, 'loser': 1, 'loser ': 1, 'liar': 1, 'arse': 1, 'shut up': 1, 'pussy': 1, 'shame': 1}"
MERRIMU,2,"{'con': 1, 'off': 1}"
MICKLEHAM,12,"{'ass': 4, 'ugh': 3, 'off': 2, 'con': 2, 'mean': 1, 'sick': 1}"
MIDDLE PARK,53,"{'con': 23, 'ugh': 6, 'babe': 5, 'off': 5, 'fat': 4, 'ass': 3, 'mean': 3, 'sick': 2, 'fuck': 1, 'brat': 1, 'dumb': 1, 'shame': 1, 'sly': 1, 'fake': 1}"
MILL PARK,217,"{'con': 42, 'ugh': 40, 'ass': 32, 'fuck': 25, 'shit': 18, 'off': 17, 'mean': 12, 'sick': 6, 'sly': 6, 'crazy': 4, 'con ': 3, 'babe': 3, 'shitty ': 3, 'dork': 3, 'evil': 3, 'nasty': 2, 'bitch': 2, 'beat': 2, 'stupid': 2, 'crap': 2, 'dick': 2, 'miserable': 2, 'fuck you': 2, 'terrorist': 1, 'fat': 1, 'shade': 1, 'shut up': 1, 'mess': 1, 'selfish': 1, 'freak': 1, 'vile': 1, 'spoiled': 1, 'coward': 1, 'arse': 1, 'nobody': 1, 'blind': 1, 'jealous': 1, 'brat': 1, 'disgusting': 1, 'immoral': 1, 'asshole': 1, 'ignorant': 1, 'shame': 1, 'dumb': 1, 'rude': 1, 'talking shit': 1, 'bad thing': 1, 'fucker': 1}"
MITCHAM,131,"{'con': 25, 'ugh': 22, 'ass': 12, 'off': 12, 'shit': 10, 'fuck': 9, 'mean': 6, 'bitch': 5, 'mess': 5, 'liar': 3, 'loser': 2, 'loser ': 2, 'crap': 2, 'dick': 2, 'fake': 2, 'dumb': 2, 'moron': 2, 'sly': 2, 'stupid': 2, 'brainwash': 2, 'sick': 2, 'beat': 2, 'freak': 1, 'horrible': 1, 'crazy': 1, ' fool': 1, 'fool': 1, 'nobody': 1, 'fuck you': 1, 'blind': 1, 'fucker': 1, 'holy shit': 1, 'asshole': 1, 'bastard': 1, 'shame': 1, 'miserable': 1, 'trouble': 1, 'jealous': 1, 'selfish': 1, 'arse': 1}"
MONBULK,5,"{'con': 2, 'despicable': 1, 'ass': 1, 'terrorist': 1}"
MONT ALBERT,25,"{'ugh': 12, 'con': 4, 'sly': 3, 'mess': 2, 'blind': 1, 'jail': 1, 'stupid': 1, 'mean': 1, 'brat': 1}"
MONT ALBERT NORTH,17,"{'ugh': 5, 'con': 3, 'off': 3, 'sick': 1, 'beat': 1, 'ass': 1, 'bitch': 1, 'jealous': 1, 'shit': 1, 'nasty': 1, 'blind': 1}"
MONTMORENCY,45,"{'off': 9, 'ugh': 8, 'con': 7, 'mean': 6, 'shit': 4, 'ass': 4, 'beat': 3, 'sly': 2, 'fuck': 2, 'bitch': 1, 'con ': 1, 'brat': 1}"
MONTROSE,13,"{'ass': 2, 'off': 2, 'ugh': 2, 'mess': 2, 'toilet paper ': 1, 'con': 1, 'jealous': 1, 'sick': 1, 'freak': 1, 'mean': 1}"
MOONEE PONDS,329,"{'con': 58, 'ugh': 57, 'off': 51, 'ass': 41, 'shade': 30, 'mean': 15, 'sly': 11, 'beat': 10, 'fuck': 10, 'shit': 9, 'crazy': 8, 'mess': 5, 'brat': 5, 'dick': 3, 'crap': 3, 'loser': 3, 'blind': 2, 'jealous': 2, 'shut up': 2, 'freak': 2, 'loser ': 2, 'evil': 2, 'bitch': 2, 'fat': 2, 'disgusting': 2, 'nasty': 1, 'vile': 1, 'whore': 1, 'beef': 1, 'sick': 1, 'jerk': 1, 'stupid': 1, 'trouble': 1, 'ridiculous': 1, 'toilet paper ': 1, 'ignorant': 1, 'talking shit': 1, 'ugly': 1, 'shame': 1, 'con ': 1, 'thief': 1, 'unreasonable': 1, 'bad thing': 1, 'selfish': 1, 'dumb': 1, 'butch': 1}"
MOORABBIN,106,"{'ass': 29, 'ugh': 17, 'con': 16, 'fuck': 10, 'off': 7, 'dick': 5, 'sly': 4, 'mean': 3, 'whore': 3, 'sick': 3, 'fuck off': 2, ' fool': 2, 'fool': 2, 'loser': 2, 'loser ': 2, 'con ': 2, 'mess': 2, 'shit': 2, 'rude': 1, 'stupid': 1, 'brat': 1, 'fat': 1, 'jail': 1, 'scam': 1, 'scam ': 1, 'babe': 1, 'dumb': 1, 'beat': 1, 'yuck': 1, 'crazy': 1, 'fucker': 1, 'moron': 1, 'bitch': 1, 'nobody': 1, 'ridiculous': 1}"
MOORABBIN AIRPORT,9,"{'ass': 3, 'off': 3, 'beat': 1, 'coward': 1, 'brat': 1, 'ugh': 1}"
MOOROODUC,4,"{'ass': 2, 'fat': 1, 'off': 1, 'con': 1, 'con ': 1}"
MOOROOLBARK,295,"{'ugh': 78, 'off': 61, 'con': 36, 'ass': 32, 'shit': 20, 'mean': 19, 'fuck': 15, 'sly': 7, 'beat': 5, 'bitch': 4, 'shame': 4, 'fat': 4, 'dick': 3, 'beef': 3, 'evil': 3, 'crazy': 3, 'babe': 3, 'jealous': 3, 'blind': 3, 'loser': 3, 'bastard': 3, 'trouble': 2, 'mess': 2, 'miserable': 2, 'rude': 2, 'con ': 2, 'sick': 2, 'arse': 2, 'nobody': 1, 'perv': 1, 'devil': 1, 'fuck it': 1, 'slut': 1, 'bad thing': 1, 'frustrated': 1, 'selfish': 1, 'fag': 1, 'ridiculous': 1, 'crap': 1, 'liar': 1, 'dumb': 1, 'lock him up': 1, 'pedophile': 1, 'fuck off': 1, 'horrible': 1, 'whining': 1, 'shitty ': 1, 'jerk': 1, 'loser ': 1, 'get fucked': 1}"
MORDIALLOC,67,"{'off': 20, 'ugh': 14, 'con': 13, 'ass': 6, 'brat': 3, 'sly': 3, 'mess': 2, 'beat': 2, 'freak': 2, 'mean': 2, 'you rat': 1, 'trouble': 1, 'con ': 1, 'crazy': 1, 'evil': 1, 'fuck you': 1, 'fuck': 1, 'butch': 1, 'sucker': 1, 'bastard': 1}"
MORNINGTON,143,"{'off': 32, 'con': 28, 'ugh': 22, 'ass': 18, 'shit': 6, 'sly': 6, 'mess': 6, 'fat': 5, 'mean': 4, 'fuck': 4, 'loser': 3, 'crazy': 3, 'arse': 2, 'babe': 2, 'dick': 2, 'loser ': 2, 'freak': 2, 'juvie': 1, 'shut up': 1, 'horrible': 1, 'vile': 1, 'beast': 1, 'stupid': 1, 'ugly': 1, 'jerk': 1, 'poor man': 1, 'con ': 1, 'shame': 1, 'corrupt': 1, 'jealous': 1, 'beat': 1, 'brat': 1}"
MOUNT BURNETT,1,{'ugh': 1}
MOUNT COTTRELL,1,{'off': 1}
MOUNT DANDENONG,11,"{'ass': 5, 'con': 3, 'crazy': 1, 'fake': 1, 'ugh': 1}"
MOUNT ELIZA,167,"{'ass': 37, 'con': 34, 'ugh': 30, 'off': 19, 'con ': 9, 'shit': 8, 'fake': 6, 'fuck': 6, 'mean': 6, 'sly': 6, 'loser': 3, 'loser ': 3, 'fat': 3, 'moron': 3, 'mess': 2, 'sneaky': 2, 'dick': 2, 'ridiculous': 2, 'selfish': 1, 'horrible': 1, 'rude': 1, 'shitty ': 1, 'sick': 1, 'dumb': 1, 'freak': 1, 'crap': 1, 'dull': 1, 'disgusting': 1, 'shame': 1, 'brat': 1, 'blind': 1, 'beat': 1, 'corrupt': 1, 'devil': 1, 'evil': 1, 'trouble': 1, 'stupid': 1, 'jealous': 1, 'oldie': 1, 'retard': 1, 'jerk': 1}"
MOUNT EVELYN,55,"{'ugh': 21, 'con': 8, 'ass': 7, 'shit': 4, 'sly': 3, 'fuck': 2, 'mess': 2, 'off': 2, 'crazy': 2, 'fucking annoying': 1, 'holy shit': 1, 'evil': 1, 'sick': 1, 'arse': 1, 'prick': 1, 'crap': 1, 'dick': 1, 'trouble': 1, 'disgusting': 1, 'blind': 1}"
MOUNT MARTHA,41,"{'ugh': 11, 'con': 9, 'ass': 6, 'fuck': 5, 'shit': 4, 'pussy': 1, 'retard': 1, 'blind': 1, 'liar': 1, 'asshole': 1, 'mess': 1, 'sick': 1, 'ugly': 1, 'ugly ': 1, 'off': 1, 'mean': 1, 'babe': 1, 'dick': 1}"
MOUNT WAVERLEY,272,"{'ugh': 49, 'con': 39, 'mean': 34, 'off': 34, 'ass': 28, 'fuck': 21, 'shit': 14, 'sick': 10, 'babe': 9, 'sly': 9, 'fat': 5, 'ugly': 4, 'mess': 4, 'beat': 4, 'crazy': 3, 'disgusting': 3, 'dick': 3, 'brat': 3, 'butch': 2, 'shame': 2, 'stupid': 2, 'horrible': 2, 'bitch': 2, 'rude': 1, 'blind': 1, 'ugly ': 1, 'crap': 1, 'holy shit': 1, 'slut': 1, 'scam': 1, 'scam ': 1, 'loser': 1, 'loser ': 1, 'beast': 1, 'ridiculous': 1, 'bad thing': 1, 'frustrated': 1, 'liar': 1, 'jerk': 1, 'shitty ': 1, 'freak': 1, 'con ': 1, 'trouble': 1, 'rotten': 1, 'evil': 1, 'arse': 1}"
MULGRAVE,217,"{'ugh': 45, 'con': 39, 'off': 31, 'fuck': 30, 'ass': 23, 'shit': 15, 'mean': 11, 'sly': 8, 'fuck it': 4, 'fat': 4, 'dick': 4, 'shame': 3, 'crazy': 3, 'con ': 3, 'dumb': 3, 'brat': 3, ' fool': 2, 'fool': 2, 'stupid': 2, 'scumbag': 2, 'bitch': 2, 'trouble': 2, 'blind': 2, 'brainwash': 2, 'devil': 2, 'evil': 2, 'beef': 2, 'sick': 2, 'beat': 1, 'sneaky': 1, 'cynical': 1, 'fag': 1, 'horrible': 1, 'robber': 1, 'beast': 1, 'jerk': 1, 'thief': 1, 'shade': 1, 'retard': 1, 'prick': 1, 'rude': 1, 'babe': 1, 'corrupt': 1, 'ugly': 1, 'ugly ': 1, 'crook': 1, 'fuck you': 1, 'mess': 1, 'ridiculous': 1}"
MURRUMBEENA,57,"{'ass': 13, 'ugh': 12, 'off': 10, 'con': 8, 'shit': 7, 'mean': 4, 'crazy': 1, 'sly': 1, 'shame': 1, 'dick': 1, 'holy shit': 1, 'brat': 1, 'mess': 1, 'shitty ': 1, 'stupid': 1, 'freak': 1, 'babe': 1, 'cheater': 1, 'beat': 1}"
NARRE WARREN,158,"{'ugh': 30, 'con': 26, 'ass': 24, 'off': 16, 'fuck': 12, 'mean': 8, 'sly': 7, 'mess': 6, 'crazy': 5, 'shit': 4, 'fat': 4, 'sick': 3, 'fake': 3, 'nasty': 3, 'arse': 3, 'shame': 2, 'con ': 2, 'babe': 2, 'dumb': 2, 'fuck it': 2, 'brat': 2, 'disgusting': 1, 'thug': 1, 'liar': 1, 'asshole': 1, 'fuck off': 1, 'piece of shit': 1, 'shameless': 1, 'shade': 1, 'jealous': 1, 'selfish': 1, 'horrible': 1, 'beast': 1, 'frustrated': 1, 'pawns': 1, 'dick': 1, 'nobody': 1, 'butch': 1, 'ugly': 1, 'ugly ': 1, 'dumbass': 1, 'robber': 1, 'stupid': 1}"
NARRE WARREN EAST,3,"{'con': 1, 'ass': 1, 'off': 1}"
NARRE WARREN NORTH,29,"{'con': 7, 'ugh': 6, 'off': 5, 'freak': 2, 'fat': 2, 'mean': 2, 'dick': 1, 'mess': 1, 'ridiculous': 1, 'whore': 1, 'ass': 1, 'crazy': 1, 'babe': 1, 'scam': 1, 'scam ': 1, 'sly': 1}"
NARRE WARREN SOUTH,114,"{'ugh': 28, 'fuck': 19, 'off': 18, 'con': 16, 'shit': 8, 'ass': 7, 'mean': 6, 'beat': 4, 'sick': 3, 'mess': 3, 'dick': 2, 'sly': 2, 'fuck off': 2, 'freak': 2, 'trouble': 2, 'babe': 2, 'ugly': 1, 'ugly ': 1, 'jail': 1, 'fake': 1, 'disgusting': 1, 'fuck it': 1, 'nobody': 1, 'blind': 1, 'dumb': 1, 'bitch': 1, 'brat': 1, 'fuck you': 1, 'jerk': 1, 'go crazy': 1, 'crazy': 1, 'despise': 1, 'stupid': 1}"
NEW GISBORNE,2,"{'off': 2, 'bitch': 1}"
NEWPORT,127,"{'ugh': 28, 'off': 25, 'con': 19, 'ass': 13, 'mean': 9, 'fuck': 7, 'arse': 5, 'brat': 4, 'shit': 4, 'crazy': 3, 'sly': 3, 'stupid': 3, 'babe': 2, 'mess': 2, 'evil': 2, 'dumb': 2, 'blind': 2, 'freak': 2, 'jealous': 1, 'retard': 1, 'fraud': 1, 'loser': 1, 'fuck off': 1, 'oldie': 1, 'sick': 1, 'stupid people': 1, 'crap': 1, 'motherfucker': 1, 'fucker': 1, 'trouble': 1, 'beat': 1, 'con ': 1, 'rude': 1, 'fat': 1, 'liar': 1}"
NIDDRIE,82,"{'con': 15, 'ugh': 14, 'off': 12, 'ass': 10, 'shit': 5, 'fuck': 5, 'sly': 5, 'sick': 3, 'brat': 2, 'beat': 2, 'ridiculous': 2, 'mess': 2, 'mean': 2, 'crazy': 1, 'brainwash': 1, 'fat': 1, 'nobody': 1, 'bitch': 1, 'shame': 1, 'bastard': 1, 'babe': 1, 'fake': 1, 'horrible': 1, 'trouble': 1, 'asshole': 1}"
NOBLE PARK,205,"{'ugh': 48, 'off': 31, 'con': 25, 'ass': 21, 'fuck': 17, 'mean': 16, 'shit': 14, 'loser': 10, 'sick': 6, 'sly': 5, 'crazy': 4, 'dumb': 4, 'shame': 4, 'brat': 3, 'stupid': 3, 'ignorant': 2, 'dick': 2, 'shut up': 2, 'mess': 2, 'disgusting': 2, 'fool': 2, 'moron': 2, 'con ': 1, 'corrupt': 1, 'ugly': 1, 'bitch': 1, 'fake': 1, 'dork': 1, 'piece of shit': 1, 'worthless': 1, ' fool': 1, 'holy shit': 1, 'beef': 1, 'babe': 1, 'blind': 1, 'barf': 1, 'ridiculous': 1, 'liar': 1, 'evil': 1, 'motherfucker': 1, 'fucker': 1, 'go crazy': 1, 'jerk': 1, 'shameless': 1, 'horrendous': 1, 'loser ': 1, 'jail': 1}"
NOBLE PARK NORTH,32,"{'ass': 8, 'ugh': 4, 'con': 4, 'off': 3, 'mess': 2, 'babe': 2, 'brat': 2, 'crap': 1, 'beat': 1, 'freak': 1, ' fool': 1, 'fool': 1, 'horrible': 1, 'shit': 1, 'fuck': 1, 'sly': 1, 'ugly': 1, 'ugly ': 1, 'sucker': 1, 'bitch': 1}"
NORTH MELBOURNE,401,"{'off': 84, 'ugh': 77, 'con': 76, 'ass': 60, 'mean': 22, 'fuck': 20, 'shit': 14, 'sly': 13, 'brat': 8, 'babe': 7, 'sick': 7, 'bitch': 7, 'mess': 6, 'stupid': 5, 'beat': 4, 'crazy': 4, 'jealous': 3, 'crap': 3, 'fat': 3, 'rude': 3, 'shame': 3, 'ugly': 2, 'fucker': 2, 'nobody': 2, 'slut': 2, 'vile': 2, 'ridiculous': 2, 'dick': 2, 'beef': 2, 'shade': 1, 'ugly ': 1, 'beast': 1, 'vulture': 1, 'fake': 1, 'holy fuck': 1, 'arse': 1, 'liar': 1, 'robber': 1, 'perv': 1, 'con ': 1, 'fag': 1, 'obnoxious': 1, 'butch': 1, 'trouble': 1, 'moron': 1, 'dull': 1, 'thug': 1, 'disgusting': 1, 'cynical': 1, 'jerk': 1}"
NORTH WARRANDYTE,18,"{'con': 4, 'babe': 3, 'ugh': 3, 'off': 2, 'mean': 2, 'ass': 2, 'con ': 1, 'fat': 1, 'beat': 1}"
